x1,x2,y,fidelity
-5.0,0.15151515151515152,-282.0395810644513,2
-5.0,0.7575757575757576,-243.1496023575507,1
-5.0,0.15151515151515152,-261.9166501498523,1
-5.0,0.15151515151515152,-282.0395810644513,2
-5.0,0.15151515151515152,-282.0395810644513,2
-5.0,1.3636363636363638,-225.11717348168614,1
-5.0,1.3636363636363638,-243.72495288113353,2
-5.0,1.0606060606060606,-253.0281278332991,2
-5.0,1.8181818181818183,-230.1145430699652,2
-5.0,1.3636363636363638,-243.72495288113353,2
-4.848484848484849,2.4242424242424243,-200.13187552846537,2
-4.696969696969697,1.2121212121212122,-206.13959154959875,1
-4.848484848484849,1.8181818181818183,-217.15556078804514,2
-4.848484848484849,2.272727272727273,-188.33458531447042,1
-4.848484848484849,1.6666666666666667,-221.52626630863335,2
5.454545454545455,14.696969696969697,-220.36382792196312,2
5.151515151515152,14.393939393939394,-224.08367552820954,1
4.545454545454545,15.0,-206.69999970300188,2
-4.242424242424242,1.3636363636363638,-169.83914277149927,1
6.212121212121213,14.242424242424242,-218.63597719983215,2
7.878787878787879,14.393939393939394,-266.33872381009496,1
-5.0,4.696969696969697,-168.73360326130594,3
8.484848484848484,14.84848484848485,-224.9187795898375,2
3.333333333333334,14.84848484848485,-176.7681991832009,1
4.242424242424242,13.93939393939394,-169.9089774670826,2
7.575757575757576,12.575757575757576,-172.7503469547357,2
6.666666666666668,12.575757575757576,-176.54939984546442,2
-4.393939393939394,4.3939393939393945,-119.58041130124677,2
9.242424242424242,14.242424242424242,-262.6106401749951,1
5.151515151515152,12.424242424242424,-170.8759564889113,1
3.9393939393939394,12.575757575757576,-138.24150814955811,1
3.6363636363636367,11.666666666666668,-109.85611271742266,1
0.15151515151515138,14.393939393939394,-94.0253780746499,1
2.121212121212121,13.93939393939394,-125.07987362711569,1
-4.848484848484849,6.818181818181818,-110.01228348210485,3
1.8181818181818183,12.272727272727273,-85.47715523218844,2
-0.45454545454545414,0.15151515151515152,-62.0325125294943,1
4.545454545454545,10.0,-100.53133691713764,1
6.666666666666668,8.181818181818182,-104.89018040740241,1
2.7272727272727275,10.757575757575758,-73.61662385450998,1
-0.7575757575757578,3.484848484848485,-31.161112659725116,1
-1.0606060606060606,14.090909090909092,-54.19923355899218,2
