x1,x2,y,fidelity
-5.0,0.15151515151515152,-231.344960686494,1
-5.0,0.7575757575757576,-213.79003410631364,1
-5.0,0.15151515151515152,-231.344960686494,1
-5.0,0.15151515151515152,-231.344960686494,1
-5.0,0.15151515151515152,-231.344960686494,1
-5.0,1.3636363636363638,-196.9697264425703,1
-5.0,1.3636363636363638,-196.9697264425703,1
-5.0,1.0606060606060606,-205.28805290988734,1
-5.0,1.8181818181818183,-184.8365893586747,1
-5.0,1.3636363636363638,-196.9697264425703,1
-4.848484848484849,2.4242424242424243,-160.4724254126171,1
-4.696969696969697,1.2121212121212122,-182.19129730798815,1
-4.848484848484849,1.8181818181818183,-175.643980555604,1
-4.848484848484849,2.272727272727273,-164.19644367494786,1
-4.848484848484849,1.6666666666666667,-179.551653547044,1
5.454545454545455,14.696969696969697,-279.329453713676,1
5.151515151515152,14.393939393939394,-255.97650642020423,1
4.545454545454545,15.0,-246.32644578573382,1
-4.242424242424242,1.3636363636363638,-151.90778274995824,1
6.212121212121213,14.242424242424242,-295.7083614870871,1
7.878787878787879,14.393939393939394,-352.04993053112554,1
-5.0,4.696969696969697,-134.39,1
8.484848484848484,14.84848484848485,-385.8174462659422,1
3.333333333333334,14.84848484848485,-188.7646827041426,1
4.242424242424242,13.93939393939394,-201.2646615258494,1
7.575757575757576,12.575757575757576,-281.07491747132866,1
6.666666666666668,12.575757575757576,-257.4389181136977,1
-4.393939393939394,4.3939393939393945,-134.39,1
9.242424242424242,14.242424242424242,-384.9117173054927,1
5.151515151515152,12.424242424242424,-198.58702485203602,1
3.9393939393939394,12.575757575757576,-153.0489793139573,1
3.6363636363636367,11.666666666666668,-134.39,1
0.15151515151515138,14.393939393939394,-134.39,1
2.121212121212121,13.93939393939394,-134.39,1
-4.848484848484849,6.818181818181818,-134.39,1
1.8181818181818183,12.272727272727273,-134.39,1
-0.45454545454545414,0.15151515151515152,-134.39,1
4.545454545454545,10.0,-134.39,1
6.666666666666668,8.181818181818182,-141.02075851462558,1
2.7272727272727275,10.757575757575758,-134.39,1
-0.7575757575757578,3.484848484848485,-134.39,1
-1.0606060606060606,14.090909090909092,-134.39,1
