x1,x2,y,fidelity
-5.0,0.15151515151515152,-302.9437619790502,3
-5.0,0.7575757575757576,-282.6615626715969,3
-5.0,0.15151515151515152,-302.9437619790502,3
-5.0,0.15151515151515152,-302.9437619790502,3
-5.0,0.15151515151515152,-302.9437619790502,3
-5.0,1.3636363636363638,-263.1139822805809,3
-5.0,1.3636363636363638,-263.1139822805809,3
-5.0,1.0606060606060606,-272.79594511153437,3
-5.0,1.8181818181818183,-248.9353906512308,3
-5.0,1.3636363636363638,-263.1139822805809,3
-4.848484848484849,2.4242424242424243,-216.6288982387071,3
-4.696969696969697,1.2121212121212122,-238.26515820339048,3
-4.848484848484849,1.8181818181818183,-234.364941235438,3
-4.848484848484849,2.272727272727273,-220.99403846447382,3
-4.848484848484849,1.6666666666666667,-238.91373619031407,3
5.454545454545455,14.696969696969697,-199.6764083148412,3
5.151515151515152,14.393939393939394,-187.3868572913021,3
4.545454545454545,15.0,-192.41954657355828,3
-4.242424242424242,1.3636363636363638,-193.7110452929425,3
6.212121212121213,14.242424242424242,-192.34350383619739,3
7.878787878787879,14.393939393939394,-176.53975745207916,3
-5.0,4.696969696969697,-168.73360326130594,3
8.484848484848484,14.84848484848485,-174.69629697824033,3
3.333333333333334,14.84848484848485,-162.32815033757944,3
4.242424242424242,13.93939393939394,-158.57795023020003,3
7.575757575757576,12.575757575757576,-138.4982209078105,3
6.666666666666668,12.575757575757576,-149.88249110981923,3
-4.393939393939394,4.3939393939393945,-130.05625323597428,3
9.242424242424242,14.242424242424242,-142.57073717800287,3
5.151515151515152,12.424242424242424,-139.40634141309124,3
3.9393939393939394,12.575757575757576,-120.81592182176375,3
3.6363636363636367,11.666666666666668,-96.53185124194275,3
0.15151515151515138,14.393939393939394,-94.00556014191372,3
2.121212121212121,13.93939393939394,-120.19939019322558,3
-4.848484848484849,6.818181818181818,-110.01228348210485,3
1.8181818181818183,12.272727272727273,-84.02579662124029,3
-0.45454545454545414,0.15151515151515152,-62.168740672738586,3
4.545454545454545,10.0,-81.76740490864314,3
6.666666666666668,8.181818181818182,-68.61584666226233,3
2.7272727272727275,10.757575757575758,-67.42578491880677,3
-0.7575757575757578,3.484848484848485,-31.37809294333608,3
-1.0606060606060606,14.090909090909092,-53.84648949731375,3
